3.457, -0.1853, 0.0725, 0.1128
3.463, -0.1451, -0.0927, 0.2377
3.469, -0.0604, 0.1692, -0.1088
3.476, 0.3344, 0.9832, -1.3176
3.482, 0.1007, 0.0484, -0.1491
3.488, 0.1249, -0.0040, -0.1209
3.494, -0.1531, -0.1692, 0.3223
3.501, 0.3264, 0.1088, -0.4352
3.507, -0.1330, 0.0443, 0.0886
3.513, 0.5802, 0.1169, -0.6971
3.519, 0.6326, 0.3103, -0.9429
3.526, 0.1652, 0.0967, -0.2619
3.532, -0.2538, -0.0886, 0.3425
3.538, -0.0403, 0.1531, -0.1128
3.544, 0.1612, 0.2821, -0.4432
3.551, 0.0282, 0.0201, -0.0484
3.557, -0.2136, 0.0000, 0.2136
3.563, -0.2901, -0.2780, 0.5681
3.569, -0.1652, -0.1370, 0.3022
3.576, 0.2498, -0.1088, -0.1410
3.582, 0.3062, 0.1168, -0.4231
3.588, 0.2136, 0.1451, -0.3586
3.594, 0.0806, -0.1330, 0.0524
3.601, 0.2216, -0.0040, -0.2176
3.607, 0.3223, 0.0685, -0.3908
3.613, 0.0040, 0.0967, -0.1007
3.619, 0.4150, 0.1370, -0.5520
3.626, -0.1451, 0.1128, 0.0322
3.632, 0.2498, 0.1128, -0.3626
3.638, -0.2418, -0.1048, 0.3465
3.644, -0.2216, 0.1048, 0.1169
3.651, -0.0161, -0.2095, 0.2256
3.657, 0.1491, 0.2297, -0.3788
3.663, 0.1894, -0.0040, -0.1853
3.669, -0.1249, -0.2176, 0.3425
3.676, 0.2256, 0.1088, -0.3344
3.682, -0.0967, 0.0443, 0.0524
3.694, 0.2136, 0.4755, -0.6890
3.701, 0.0000, -0.0443, 0.0443
3.707, 0.1249, -0.1571, 0.0322
3.713, -0.2861, -0.2377, 0.5238
3.719, -0.0927, 0.1209, -0.0282
3.726, -0.4916, -0.2861, 0.7777
3.732, 0.2337, 0.2256, -0.4593
3.738, 0.2055, -0.1531, -0.0524
3.744, -0.0604, -0.2095, 0.2700
3.751, 0.2619, -0.0484, -0.2136
3.757, 0.0524, 0.1853, -0.2377
3.763, 0.3949, 0.3183, -0.7132
3.769, 0.0685, -0.1048, 0.0363
3.776, 0.2659, 0.1370, -0.4029
3.782, 0.0081, -0.1330, 0.1249
3.788, -0.3546, 0.1209, 0.2337
3.794, -0.2297, 0.1491, 0.0806
3.801, -0.0806, 0.0282, 0.0524
3.807, 0.1773, 0.0886, -0.2659
3.813, 0.0201, 0.0484, -0.0685
3.819, -0.2418, -0.0282, 0.2700
3.826, -0.0524, -0.1531, 0.2055
3.832, 0.1289, 0.2015, -0.3304
3.838, 0.4392, 0.1330, -0.5722
3.844, 0.1128, -0.1249, 0.0121
3.851, 0.4352, 0.1491, -0.5842
3.857, -0.1934, -0.0564, 0.2498
3.863, -0.1169, 0.1451, -0.0282
3.869, -0.8059, 0.2095, 0.5963
3.876, 0.0806, 0.4473, 0.6407
3.882, 0.4432, -0.1128, -0.3304
3.888, -0.3223, -0.2216, 0.5440
3.894, 0.0161, 0.1652, -0.1813
3.901, -0.1491, -0.0363, 0.1853
3.907, 0.2538, 0.2498, -0.5037
3.913, 0.2216, -0.1249, -0.0967
3.919, -0.1612, -0.1733, 0.3344
3.926, -0.0322, -0.0081, 0.0403
3.932, -0.2659, -0.0524, 0.3183
3.938, 0.0322, 0.1652, -0.1974
3.944, 0.2700, 0.1249, -0.3949
3.951, 0.0886, 0.4553, -0.5440
3.957, 0.2015, -0.3022, 0.1007
3.963, -0.0121, -0.0484, 0.0604
3.969, 0.1330, 0.0886, -0.2216
3.976, -0.0282, -0.0322, 0.0604
3.982, 0.3465, 0.2256, -0.5722
3.988, 0.0927, -0.0685, -0.0242
3.994, -0.1048, 0.0322, 0.0725
4.001, 0.3667, 0.0161, -0.3828
4.007, -0.2861, 0.2579, 0.0282
