0.001, 0.000
0.002, 1.000
0.003, 1.534
0.004, 1.534
0.005, 3.068
0.006, 7.670
0.007, 12.272
0.008, 13.806
0.009, 21.476
0.010, 29.146
0.011, 29.146
0.012, 41.417
0.013, 49.087
0.014, 47.553
0.015, 64.427
0.016, 65.961
0.017, 73.631
0.018, 87.437
0.019, 85.903
0.020, 101.243
0.021, 108.913
0.022, 113.515
0.023, 108.913
0.024, 122.718
0.025, 128.855
0.026, 133.456
0.027, 136.524
0.028, 127.320
0.029, 139.592
0.030, 138.058
0.031, 141.126
0.032, 145.728
0.033, 131.922
0.034, 138.058
0.035, 139.592
0.036, 136.524
0.037, 138.058
0.038, 130.388
0.039, 139.592
0.040, 141.126
0.041, 136.525
0.042, 141.126
0.043, 127.320
0.044, 145.728
0.045, 148.796
0.046, 148.796
0.047, 150.330
0.048, 136.525
0.049, 148.796
0.050, 153.398
0.051, 156.466
0.052, 153.398
0.053, 136.524
0.054, 148.796
0.055, 145.729
0.056, 150.330
0.057, 156.466
0.058, 141.126
0.059, 153.398
0.060, 151.864
0.061, 147.262
0.062, 151.864
0.063, 139.593
0.064, 154.932
0.065, 154.932
0.066, 156.466
0.067, 144.195
0.068, 165.670
0.069, 167.204
0.070, 164.135
0.071, 161.068
0.072, 144.195
0.073, 156.466
0.074, 161.068
0.075, 159.533
0.076, 164.136
0.077, 148.796
0.078, 158.000
0.079, 158.000
0.080, 162.602
0.081, 159.533
0.082, 138.059
0.083, 150.331
0.084, 148.796
0.085, 153.398
0.086, 156.466
0.087, 141.127
0.088, 156.466
0.089, 156.466
0.090, 153.399
0.091, 158.000
0.092, 144.195
0.093, 159.533
0.094, 154.932
0.095, 156.466
0.096, 158.000
0.097, 147.262
0.098, 162.602
0.099, 162.601
0.100, 164.136
0.101, 162.602
0.102, 148.796
0.103, 164.136
0.104, 162.601
0.105, 159.534
0.106, 147.263
0.107, 161.068
0.108, 162.601
0.109, 162.601
0.110, 156.466
0.111, 139.592
0.112, 154.932
0.113, 151.864
0.114, 154.932
0.115, 158.000
0.116, 142.660
0.117, 161.068
0.118, 159.534
0.119, 159.534
0.120, 164.135
0.121, 148.796
0.122, 162.601
0.123, 164.137
0.124, 162.601
0.125, 162.603
0.126, 150.330
0.127, 167.204
0.128, 170.271
0.129, 168.739
0.130, 165.668
0.131, 153.399
0.132, 165.670
0.133, 167.204
0.134, 167.204
0.135, 164.135
0.136, 148.796
0.137, 164.137
0.138, 162.601
0.139, 159.534
0.140, 164.135
0.141, 147.263
0.142, 165.670
0.143, 167.204
0.144, 170.271
0.145, 171.806
0.146, 153.399
0.147, 168.737
0.148, 170.273
0.149, 168.737
0.150, 154.932
0.151, 165.670
0.152, 164.135
0.153, 167.204
0.154, 168.737
0.155, 151.865
0.156, 165.670
0.157, 162.601
0.158, 162.601
0.159, 165.670
0.160, 147.263
0.161, 159.534
0.162, 162.601
0.163, 159.534
0.164, 164.135
0.165, 148.796
0.166, 167.204
0.167, 168.737
0.168, 165.670
0.169, 164.137
0.170, 151.863
0.171, 161.068
0.172, 159.534
0.173, 162.601
0.174, 162.603
0.175, 153.397
0.176, 168.739
0.177, 170.271
0.178, 173.340
0.179, 168.737
0.180, 151.865
0.181, 168.737
0.182, 167.204
0.183, 167.204
0.184, 167.204
0.185, 150.330
0.186, 168.739
0.187, 167.204
0.188, 168.737
0.189, 171.806
0.190, 153.397
0.191, 167.206
0.192, 168.737
0.193, 165.670
0.194, 148.796
0.195, 162.601
0.196, 159.534
0.197, 164.135
0.198, 164.135
0.199, 145.729
0.200, 159.534
0.201, 161.068
0.202, 161.068
0.203, 164.135
0.204, 148.796
0.205, 161.068
0.206, 164.137
0.207, 159.534
0.208, 159.533
0.209, 145.729
0.210, 159.534
0.211, 161.068
0.212, 161.068
0.213, 162.601
0.214, 150.331
0.215, 165.670
0.216, 164.135
0.217, 161.068
0.218, 159.534
0.219, 145.729
0.220, 161.068
0.221, 161.068
0.222, 162.601
0.223, 162.601
0.224, 145.729
0.225, 164.135
0.226, 168.735
0.227, 167.206
0.228, 167.206
0.229, 150.330
0.230, 159.534
0.231, 164.135
0.232, 159.534
0.233, 142.658
0.234, 156.467
0.235, 154.930
0.236, 158.001
0.237, 162.601
0.238, 147.263
0.239, 165.668
0.240, 165.672
0.241, 161.068
0.242, 164.135
0.243, 147.263
0.244, 159.534
0.245, 159.534
0.246, 162.601
0.247, 164.135
0.248, 153.400
0.249, 164.135
0.250, 165.668
0.251, 165.668
0.252, 162.601
0.253, 147.263
0.254, 164.135
0.255, 164.139
0.256, 162.601
0.257, 162.601
0.258, 148.796
0.259, 168.739
0.260, 165.668
0.261, 167.206
0.262, 168.735
0.263, 150.330
0.264, 164.139
0.265, 168.735
0.266, 164.135
0.267, 161.068
0.268, 148.796
0.269, 165.672
0.270, 168.735
0.271, 167.206
0.272, 168.739
0.273, 150.330
0.274, 165.668
0.275, 164.135
0.276, 165.672
0.277, 150.330
0.278, 164.135
0.279, 164.135
0.280, 162.605
0.281, 164.135
0.282, 150.330
0.283, 159.534
0.284, 159.534
0.285, 161.068
0.286, 161.068
0.287, 150.330
0.288, 162.601
0.289, 158.001
0.290, 159.534
0.291, 161.068
0.292, 150.330
0.293, 165.672
0.294, 164.135
0.295, 164.135
0.296, 165.672
0.297, 151.863
0.298, 168.735
0.299, 165.672
0.300, 159.534
0.301, 161.068
0.302, 150.330
0.303, 167.202
0.304, 170.273
0.305, 167.206
0.306, 167.202
0.307, 153.400
0.308, 165.668
0.309, 168.739
0.310, 167.202
0.311, 164.135
0.312, 151.867
0.313, 165.668
0.314, 164.135
0.315, 167.206
0.316, 162.601
0.317, 147.263
0.318, 162.601
0.319, 161.068
0.320, 164.135
0.321, 148.796
0.322, 165.668
0.323, 168.739
0.324, 167.206
0.325, 167.202
0.326, 153.400
0.327, 165.668
0.328, 164.135
0.329, 162.601
0.330, 159.534
0.331, 147.263
0.332, 164.135
0.333, 164.135
0.334, 164.135
0.335, 162.605
0.336, 145.725
0.337, 164.139
0.338, 161.068
0.339, 157.997
0.340, 161.068
0.341, 147.263
0.342, 167.206
0.343, 167.202
0.344, 162.601
0.345, 164.139
0.346, 150.330
0.347, 162.601
0.348, 167.202
0.349, 164.139
0.350, 164.135
0.351, 148.796
0.352, 164.135
0.353, 165.672
0.354, 167.202
0.355, 164.135
0.356, 147.263
0.357, 162.601
0.358, 158.001
0.359, 161.068
0.360, 161.068
0.361, 148.796
0.362, 165.672
0.363, 165.668
0.364, 165.668
0.365, 151.863
0.366, 164.139
0.367, 159.534
0.368, 162.598
0.369, 161.068
0.370, 148.796
0.371, 167.206
0.372, 162.601
0.373, 162.601
0.374, 158.001
0.375, 145.729
0.376, 162.601
0.377, 161.068
0.378, 156.467
0.379, 154.930
0.380, 142.662
0.381, 154.930
0.382, 162.601
0.383, 158.001
0.384, 159.534
0.385, 147.263
0.386, 158.001
0.387, 156.464
0.388, 159.534
0.389, 156.467
0.390, 144.192
0.391, 161.068
0.392, 164.139
0.393, 168.735
0.394, 167.206
0.395, 151.863
0.396, 165.668
0.397, 165.672
0.398, 165.668
0.399, 168.739
0.400, 151.863
0.401, 165.668
0.402, 165.672
0.403, 159.534
0.404, 162.601
0.405, 148.796
0.406, 156.464
0.407, 153.400
0.408, 154.934
0.409, 141.125
0.410, 159.534
0.411, 161.068
0.412, 159.534
0.413, 164.135
0.414, 147.263
0.415, 158.001
0.416, 161.064
0.417, 159.538
0.418, 164.139
0.419, 151.863
0.420, 162.598
0.421, 165.672
0.422, 167.206
0.423, 161.064
0.424, 145.729
0.425, 161.072
0.426, 162.598
0.427, 165.672
0.428, 164.131
0.429, 148.796
0.430, 165.672
0.431, 164.139
0.432, 161.064
0.433, 164.139
0.434, 150.330
0.435, 164.139
0.436, 162.598
0.437, 162.605
0.438, 167.198
0.439, 150.337
0.440, 164.131
0.441, 162.605
0.442, 161.064
0.443, 158.005
0.444, 147.263
0.445, 159.531
0.446, 161.072
0.447, 162.598
0.448, 159.538
0.449, 144.196
0.450, 162.598
0.451, 161.072
0.452, 164.131
0.453, 162.605
0.454, 144.196
0.455, 161.064
0.456, 161.072
0.457, 161.064
0.458, 145.729
0.459, 161.072
0.460, 162.598
0.461, 164.139
0.462, 162.598
0.463, 142.662
0.464, 158.005
0.465, 157.997
0.466, 156.464
0.467, 161.072
0.468, 145.729
0.469, 159.531
0.470, 159.538
0.471, 159.531
0.472, 162.598
0.473, 147.263
0.474, 162.605
0.475, 161.072
0.476, 159.531
0.477, 157.997
0.478, 148.796
0.479, 161.072
0.480, 157.997
0.481, 158.005
0.482, 159.531
0.483, 147.263
0.484, 162.605
0.485, 159.531
0.486, 154.930
0.487, 154.930
0.488, 139.587
0.489, 154.938
0.490, 157.997
0.491, 156.464
0.492, 158.005
0.493, 145.729
0.494, 154.930
0.495, 157.997
0.496, 156.471
0.497, 156.464
0.498, 141.129
0.499, 157.997
0.500, 159.538
0.501, 164.131
0.502, 147.263
0.503, 157.997
0.504, 154.938
0.505, 156.464
0.506, 156.464
0.507, 147.263
0.508, 159.538
0.509, 159.531
0.510, 156.464
0.511, 154.938
0.512, 142.662
0.513, 161.064
0.514, 159.531
0.515, 158.005
0.516, 157.997
0.517, 145.729
0.518, 162.605
0.519, 164.131
0.520, 162.605
0.521, 164.131
0.522, 148.796
0.523, 158.005
0.524, 161.064
0.525, 161.072
0.526, 156.464
0.527, 134.995
0.528, 159.531
0.529, 153.404
0.530, 156.464
0.531, 156.464
0.532, 141.129
0.533, 154.930
0.534, 154.930
0.535, 158.005
0.536, 161.064
0.537, 142.662
0.538, 154.930
0.539, 156.471
0.540, 153.397
0.541, 139.587
0.542, 156.471
0.543, 154.930
0.544, 153.397
0.545, 153.397
0.546, 139.595
0.547, 154.930
0.548, 156.471
0.549, 154.930
0.550, 153.397
0.551, 141.129
0.552, 156.464
0.553, 159.538
0.554, 161.064
0.555, 154.930
0.556, 138.062
0.557, 151.863
0.558, 151.863
0.559, 154.930
0.560, 156.471
0.561, 139.587
0.562, 151.863
0.563, 154.938
0.564, 153.397
0.565, 157.997
0.566, 142.662
0.567, 154.930
0.568, 154.938
0.569, 157.997
0.570, 156.471
0.571, 147.263
0.572, 161.064
0.573, 156.464
0.574, 154.938
0.575, 141.121
0.576, 156.471
0.577, 159.531
0.578, 156.464
0.579, 156.471
0.580, 141.121
0.581, 151.871
0.582, 154.930
0.583, 159.531
0.584, 153.397
0.585, 139.595
0.586, 151.863
0.587, 151.863
0.588, 153.397
0.589, 156.471
0.590, 139.587
0.591, 153.404
0.592, 151.863
0.593, 153.397
0.594, 154.930
0.595, 144.196
0.596, 154.930
0.597, 156.471
0.598, 154.930
0.599, 151.863
0.600, 141.129
0.601, 156.464
0.602, 153.397
0.603, 148.796
0.604, 151.863
0.605, 138.062
0.606, 157.997
0.607, 161.072
0.608, 153.397
0.609, 150.330
0.610, 136.520
0.611, 148.796
0.612, 153.397
0.613, 153.397
0.614, 138.062
0.615, 148.796
0.616, 148.796
0.617, 147.263
0.618, 151.863
0.619, 141.129
0.620, 154.930
0.621, 159.531
0.622, 161.072
0.623, 156.464
0.624, 145.729
0.625, 159.538
0.626, 157.997
0.627, 157.997
0.628, 159.538
0.629, 145.729
0.630, 162.598
0.631, 161.072
0.632, 157.997
0.633, 157.997
0.634, 144.196
0.635, 158.005
0.636, 161.064
0.637, 157.997
0.638, 158.005
0.639, 141.129
0.640, 156.464
0.641, 157.997
0.642, 161.072
0.643, 156.464
0.644, 139.595
0.645, 153.397
